Hid,State,City,Category,Alcohol,Hotel Name,Address,Start Date,Expiry Date,Total Rooms
298,Kerala,Kollam,3 Star,,SREE GOKULAM RESIDENCY ( A UNIT OF SREE GOKULAM HOTEL (INDIA )PVT LTD),"SREE GOKULAM RESIDENCY ( A UNIT OF SREE GOKULAM HOTEL (INDIA )PVT LTD), ADAYARA, OYOOR, KOLLAM",3/12/2018,2/12/2023,11
299,Kerala,Kollam,3 Star,,THE ESQUIRE PARK,"IVARKALA WEST NORTH, PUTHENAMBALAM .P.O, KUNNATHUR, KOLLAM.",8/4/2021,7/4/2026,12
300,Kerala,Kollam,3 Star,,Vijaya Hotel and Bar,"Pada South, Karunagappally, Kollam",15/06/2021,14/06/2026,10
301,Kerala,Kottayam,3 Star,,Finch Hotels (A unit of Ms Finch Hotels and Traders Pvt Ltd),Vadakkekara Erattupetta Kottayam,17/08/2020,16/08/2025,19
302,Kerala,Kottayam,3 Star,,HOTEL AIDA,"AIDA Jn, M.C.Road, Kottayam, Kerala",10/3/2020,9/3/2025,33
303,Kerala,Kottayam,3 Star,,Hotel Alaina,Central Junction Karukachal Kottayam,19/04/2022,18/04/2027,10
304,Kerala,Kottayam,3 Star,,Hotel Anjali Park,"K.K.Road, Kottayam ",4/1/2019,3/1/2024,19
305,Kerala,Kottayam,3 Star,,HOTEL ARCADIA,"T.B.ROAD,OPPOSITE KSRTC BUS STATION,KOTTAYAM",1/9/2019,31/08/2024,47
306,Kerala,Kottayam,3 Star,,Hotel Armani,"Galaxy Junction, Mundakayam, Kerala 686513",28/08/2018,27/08/2023,10
307,Kerala,Kottayam,3 Star,,HOTEL BREEZE INTERNATIONAL ,"NEAR NO. 1 PVT. BUS STAND, KAVALA, CHANGANACHERRY, KOTTAYAM DISTRICT ",29/03/2019,28/03/2024,10
308,Kerala,Kottayam,3 Star,,HOTEL CASTLE RESIDENCY,PERUVA.P.O,25/04/2019,24/04/2024,11
309,Kerala,Kottayam,3 Star,,HOTEL MEDAS,"A UNIT OF KAY KAY ENTERPRISES, PONKUNNAM, KOTTAYAM DISTRICT - 686506",30/03/2022,29/03/2027,11
310,Kerala,Kottayam,3 Star,,HOTEL NITHYA,"GANDHINAGAR, KOTTAYAM DISTRICT",24/08/2018,23/08/2023,11
311,Kerala,Kottayam,3 Star,,Hotel Pankaj ,"Vaikom Road, Thalayolaparambu P O, Kottayam ",28/06/2019,27/06/2024,10
312,Kerala,Kottayam,3 Star,,HOTEL PRESIDENCY,"KAVALA, CHANGANACHERRY, KOTTAYAM DISTRICT",6/5/2022,5/5/2027,10
313,Kerala,Kottayam,3 Star,,"HOTEL PRINCE ,","K.K ROAD, KANJIKUZHY, KOTTAYAM",11/11/2019,10/11/2024,10
314,Kerala,Kottayam,3 Star,,HOTEL SUMMERSAND RESTAURANT,"VELLOORE P O, PAMPADY, KOTTAYAM Kottayam",19/04/2022,18/04/2027,11
315,Kerala,Kottayam,3 Star,,HOTEL VARSHA INTERNATIONAL RESIDENCY,"A UNIT OF ROYALGOLF HOTELS INDIA PRIVATE LIMITED, MANJOOR.P.O, KURUPPANTHARA, KOTTAYAM ",13/11/2019,12/11/2024,15
316,Kerala,Kottayam,3 Star,,Hotel Zodiac International,"Kaduthuruthy, Kottayam",18/11/2019,17/11/2024,10
317,Kerala,Kottayam,3 Star,,JOYEES RESIDENCY,"YMCA ROAD, KOTTAYAM Kottayam",11/7/2021,10/7/2026,12
318,Kerala,Kottayam,3 Star,,Merlin Residency,"Manarcadu Jn, Kottayam",6/7/2020,5/7/2025,11
319,Kerala,Kovalam,3 Star,,DIAMOND PALACE HOTEL,"Kovalam Bypass Road,Edavilakom,Vazhamuttom P.O., Kovalam,Trivandrum",9/3/2021,8/3/2026,10
320,Kerala,Kovalam,3 Star,,HOTEL SEA FACE,"N.U.P Beach Road, Kovalam, Trivandrum.",1/1/2021,31/12/2025,20
321,Kerala,Koyilandy,3 Star,,Kalyan Residency,"Railway station Road, Opp. New Bus stand. Koyilandy, Kozhikkode , Kerala",4/1/2019,3/1/2024,11
322,Kerala,Kozhikode,3 Star,,Hotel Hasthinapuri Inn,"Chungam, Thamarassery, Kozhikode",20/10/2020,19/10/2025,14
323,Kerala,Kozhikode,3 Star,,HOTEL MONAD,"KGP 20511,KARANTHUR PO, KUNNAMANGALAM, KOZHIKODE-KERALA-673571",30/03/2020,29/03/2025,20
324,Kerala,Kozhikode,3 Star,,Hotel Springway (A unit of Hotel Springway LLP),"Building no KP-23622A, B, C, D, E, F&G wayanad road, Kunnamangalam Kozhikode",22/09/2021,21/09/2026,11
325,Kerala,Kozhikode,3 Star,,HOTEL THUSHARA INTERNATIONAL,"KODENCHERRY P.O,VIA THAMARASSERY,KOZHIKODE DT.",13/08/2018,12/8/2023,19
326,Kerala,Kozhikode,3 Star,,Kings Regency (A unit of King's Regency LLP),"Building No.5-540A, NH Bypass, Pantheerankavu Kozhikode",22/09/2021,21/09/2026,11
327,Kerala,Kozhikode,3 Star,,KOVILAKAM RESIDENCY (A UNIT OF KOVILAKAM RESIDENCY PRIVATE LIMITED),"OPP: MIMS , MINI BYPASS ROAD, GOVINDAPURAM, KOZHIKODE-673016, KERALA Kozhikode",1/4/2020,31/03/2025,27
328,Kerala,Kozhikode,3 Star,,MEDORA HOTEL,"Opposite Stadium,Pavamani Road,Kozhikode.",24/08/2018,23/08/2023,40
329,Kerala,Kozhikode,3 Star,,Park Residency,"Ramanattukara, Kozhikode",6/8/2020,5/8/2025,16
330,Kerala,Kozhikode,3 Star,,Queens Hotel,"Annie Hall Road, Near Railway station Road, Kozhikode",6/11/2018,5/11/2023,11
331,Kerala,Kozhikode,3 Star,,Theertha International,"payyoli,Kozhikode Dist,Kerala",20/08/2019,19/08/2024,15
332,Kerala,Kunnamkulam,3 Star,,R C Park,Opp.Town hall Herbert Road Kunnamkulam,20/06/2021,19/06/2026,10
333,Kerala,Kunnamkulam,3 Star,,victory inn park residency,"Calicut Road, Parempadam, Kunnamkulam Thrissur",18/09/2018,17/09/2023,10
334,Kerala,Malappuram,3 Star,,Hotel Mahendrapuri,"Kavungal,Malappuram-Post,Malappuram-District",25/01/2022,24/01/2027,12
335,Kerala,Malappuram,3 Star,,HOTEL PICNIC (A UNIT OF KOCHIKUNNEL WINES),"A UNIT OF KOCHIKUNNEL WINES, COURT ROAD, MANJERI.P.O, MALAPPURAM DISTRICT- 676121",25/10/2021,24/10/2026,10
336,Kerala,Malappuram,3 Star,,Hotel Samrat and Tourist Home,"Ooty Road, Edakkara, Malappuram -Districr, Kerala-State",30/03/2020,29/03/2025,10
337,Kerala,Malappuram,3 Star,,Hotel Souparnika Inn (A unit of Hotel Souparnika Inn Pvt.Ltd.),"Kozhikkode Road, Punnathala P O, Puthanathani, Malapuram Malappuram",24/11/2019,23/11/2024,12
338,Kerala,Malappuram,3 Star,,HOTEL SWAGATH,"CALICUT ROAD,VALANCHERY,MALAPURAM DISTRICT",6/7/2020,5/7/2025,10
339,Kerala,Malappuram,3 Star,,ROSE RESIDENCY,"MANNARKKAD ROAD, PERINTHALMANNA, MALAPPURAM DISTRICT-679322",22/09/2022,21/09/2027,13
340,Kerala,Mavelikkara,3 Star,,HOTEL SIXER,"Thattarambalam, Mavelikara road, Mavelikara, Alappuzha,",18/07/2020,17/07/2025,10
341,Kerala,Mavelikkara,3 Star,,HOTEL TRAVANCORE REGENCY,"NORTH MITCHEL JUNCTION, MAVELIKKARA,ALAPPUZHA",6/5/2022,5/5/2027,11
342,Kerala,Munnar,3 Star,,Hotel Princess De Munnar,"Chithirapuram (Post), Anachal,Munnar.",25/10/2021,24/10/2026,10
343,Kerala,Munnar,3 Star,,ISSACS RESIDENCY,"Top Station Road, Munnar, ",15/03/2022,14/03/2027,32
344,Kerala,Muvattupuzha,3 Star,,Janatha Tourist Home,Kavitha Road Kacherithazham Muvattupuzha Ernakulam Muvattupuzha,15/03/2022,14/03/2027,10
345,Kerala,Muvattupuzha,3 Star,,NEELAMBARI SUITES,"VILLANCHIRA,THALAKODE P.O ,NERIAYAMANGALAM,KOTHAMANGALAM,ERNAKULAM DIST.",3/12/2018,2/12/2023,22
346,Kerala,Muvattupuzha,3 Star,,"The Krishna Regency,Muvattupuzha ","The Krishna Regency, Near Private Bus Stand Thodupuzha Road, Muvattupuzha - 686661",10/4/2019,9/4/2024,11
347,Kerala,Ottappalam,3 Star,,KOTTARAMHOTELS PVT LTD,"A.K.G.ROAD,OTTAPALAM Ottappalam",11/1/2023,10/1/2028,19
348,Kerala,Palai,3 Star,,Hotel Maharani,"Michael Joseph And Co., Main Road , Pala P.O, Kottayam",1/7/2019,30/06/2024,12
349,Kerala,Palai,3 Star,,Hotel Zodiac,"Uzhavoor, Kottayam Dist.",22/04/2019,21/04/2024,11
350,Kerala,Palakkad,3 Star,,DEEPA RESTAURANT AND TOURIST HOME,"DEEPA RESTAURANT AND TOURIST HOME, PATTAMBI ROAD, CHERUPULACHERY, PALAKAD DIST., KERALA 679503",17/12/2018,16/12/2023,11
351,Kerala,Palakkad,3 Star,,GAYATHRI INN,"KALLADIKKODE.P.O, PALAKKAD DISTRICT",21/01/2019,20/01/2024,11
352,Kerala,Palakkad,3 Star,,HOTEL CHANAKYA,"CHANDRA NAGAR, PALAKKAD",16/07/2021,15/07/2026,11
353,Kerala,Palakkad,3 Star,,HOTEL DIANA (THE SOUTH MALABAR TRADING COMPANY),"VADAKKENCHERRY POST, PALAKKAD DISTRICT,",16/07/2021,15/07/2026,11
354,Kerala,Palakkad,3 Star,,HOTEL GAYATHRI INTERNATIONAL,"THRIPPALUR, ERIMAYUR.P.O, PALAKKAD DISTRICT Palakkad",26/09/2018,25/09/2023,13
355,Kerala,Palakkad,3 Star,,HOTEL GAYATHRI REGENCY,"KADAMPAZHIPURAM.P.O, PALAKKAD DISTRICT, KERALA STATE",6/11/2018,5/11/2023,13
356,Kerala,Palakkad,3 Star,,Hotel Govardhana,"3-413, Rock Garden Road, Malampuzha Dam Post, Malampuzha , Palakkad (Dist)",16/07/2021,15/07/2026,12
357,Kerala,Palakkad,3 Star,,HOTEL KAIRALI,"(A UNIT OF RAJENDRAN AND ASSOCIATE), NEAR KSRTC BUS STAND, SHORANUR ROAD, PALAKKAD DISTRICT",5/11/2018,4/11/2023,14
358,Kerala,Palakkad,3 Star,,HOTEL KAIRALI TOWERS,"NEAR INDIRA GANDHI STADIUM,COIMBATORE ROAD, Palakkad",29/04/2019,28/04/2024,12
359,Kerala,Palakkad,3 Star,,HOTEL MAPS RESIDENCY,"M.G. ROAD, OPP. DYSP OFFICE, SHORANUR, PALAKKAD DISTRICT",16/10/2022,15/10/2027,14
360,Kerala,Palakkad,3 Star,,Hotel Rajadhani,"R S Road, Pattambi, Palakkad (Dist)",4/1/2019,3/1/2024,12
361,Kerala,Palakkad,3 Star,,JYOTHIS REGENCY (A unit of Moochikunnans Hotel Pvt. Ltd.),"No.9-421 to 448,KANNAMBRA GRAMA PANCHAYATH,NH 47,KARAYANGAD,VADAKKENCHERY PO,PALAKKAD, Palakkad Palakkad",14/11/2018,13/11/2023,20
362,Kerala,Palakkad,3 Star,,KALYAN TOURIST HOME,"G. B. ROAD, ERUMAKKARA STREET, PALAKKAD",31/01/2019,30/01/2024,15
363,Kerala,Palakkad,3 Star,,Sree Narayana Hotel,Ambalapara,25/03/2022,24/03/2027,11
364,Kerala,Palakkad,3 Star,,The Gold Hotel,"Padalodumedu , Near Venkateswara Petrol Pump,Kuzhalmannam (Post), Palakkad.",21/11/2022,20/11/2027,10
365,Kerala,Paravoor,3 Star,,Hotel Grand Muziris,"Opp. Civil Station, N. Paravoor",28/06/2019,27/06/2024,11
366,Kerala,Paravoor,3 Star,,JAYA TOURIST HOME,"JAYA TOURIST HOME, OPP.PWD GUEST HOUSE, N.PARAVOOR, ERNAKULAM DISTRICT, KERALA",8/4/2021,7/4/2026,10
367,Kerala,Pathanamthitta,3 Star,,Hotel Amala,"Opp. KSRTC Bus Station, Pathanamthitta",16/07/2021,15/07/2026,10
368,Kerala,Pathanamthitta,3 Star,,Hotel Heyday Inn,"Aban Junction, Pathanamthitta P O, Pathanamthitta ",15/06/2021,14/06/2026,10
369,Kerala,Pathanamthitta,3 Star,,HOTEL SEA BLUE,"OPP.,PRIVATE BUS STAND,MALLAPPALLY P.O.,MALLAPPALLY,PATHANAMTHITTA",29/07/2022,28/07/2027,10
370,Kerala,Pathanamthitta,3 Star,,HOTEL SURYA AND GIRIRANI TOURIST HOME,"Opp.K.S.R.T.C Bus Stand , Main Road Konni,Pathanamthitta Dist Pathanamthitta",9/9/2022,8/9/2027,10
371,Kerala,Pathanamthitta,3 Star,,KUTTIES RESIDENCY,"Market Junction ,Konni,Pathanamthitta",21/06/2019,20/06/2024,11
372,Kerala,Pathanamthitta,3 Star,,Shines Tourist Hotel,"P.B.No.5,Pandalam,Pathanamthitta Dist.",12/12/2019,11/12/2024,12
373,Kerala,Pattambi,3 Star,,NAKSHATRA REGENCY,"3,284, PATTAMBI MAIN ROAD, KOPPAM, PALAKKAD, PIN â€“ 679 307",28/07/2022,27/07/2027,12
374,Kerala,Payyanur,3 Star,,HOTEL ARCHANA AND DWARAKA TOURIST HOME,"Main Road, Payyannur, Kannur ",27/05/2019,26/05/2024,22
375,Kerala,Payyanur,3 Star,,K B C GREEN PARK HOTEL,"EDAT,PAYYANUR,KANNUR DIST, KERALA STATE",15/05/2019,14/05/2024,22
376,Kerala,Perumbavoor,3 Star,,EAGLE TOURIST HOME,"M.C. Road, Perumbavoor P.O., Ernakulam",15/06/2021,14/06/2026,10
377,Kerala,Perumbavoor,3 Star,,EMBASSERY RESIDENCY,"KURUPPAMPADY P.O. ERNAKULAM DISTRICT,KERALA STATE",26/11/2018,25/11/2023,11
378,Kerala,Perumbavoor,3 Star,,HOTEL ANJALY INTERNATIONAL,"HOTEL ANJALY INTERNATIONAL, OUSHADHI JN., M.C. ROAD, PERUMBAVOOR",6/9/2018,5/9/2023,10
379,Kerala,Perumbavoor,3 Star,,Manna Tourist Home,"A.M.Road ,Perumbavoor",22/09/2021,21/09/2026,10
380,Kerala,Perumbavoor,3 Star,,RITZ INTERNATIONAL,"A M ROAD, PERUMBAVOOR",17/12/2019,16/12/2024,11
381,Kerala,Ponnani,3 Star,,HOTEL SAAYOOJ,"THRISSUR ROAD, SUKAPURAM PO,EDAPPAL,MALAPURAM DIST. Ponnani",8/3/2020,7/3/2025,10
382,Kerala,Punalur,3 Star,,NARENDRA REGENCY,"GOVT. HOSPITAL ROAD, PUNALUR, KOLLAM",15/05/2019,14/05/2024,11
383,Kerala,Quilandy,3 Star,,Park Residency,"Koyilandy P.O, Kozhikode District",6/8/2020,5/8/2025,15
384,Kerala,Shoranur,3 Star,,Apsara Tourist Home,Opposite to Railway station Shoranur Shoranur,25/10/2021,24/10/2026,10
385,Kerala,Sultan Bathery,3 Star,,HOTEL THE RESORT,"Gandhi junction,Rahim memorial Road,Sulthan bathery,Wayanad Dist, Kerala",5/10/2018,4/10/2023,10
386,Kerala,Taliparamba,3 Star,,HOTEL CHEMBARATHY GARDEN,"7th MILE,KUTTIKKOL PO,TALIPARAMBA VILLAGE,TALIPARAMBA TALUK,KANNUR DISTRICT,",28/06/2019,27/06/2024,17
387,Kerala,Thalikkulam,3 Star,,Central Residency ( Unit of Vynika Hotels Private Limited),"VIII - 495 F, NH-66, Thalikkulam. Post, Thalikkulam Thalikkulam",11/3/2022,10/3/2027,10
388,Kerala,Thekkady,3 Star,,HOLIDAY VISTA (M.S.C Hotels and Resorts Pvt Ltd ),"K.K Road ,Kumuly, Thekkady 685 509,Idukki District",2/9/2019,1/9/2024,52
389,Kerala,Thiruvalla,3 Star,,Hotel Ashok International,"T.K.Road, Thiruvalla, Pathanamthitta",16/07/2021,15/07/2026,10
390,Kerala,Thiruvalla,3 Star,,Hotel Bessota International,"Near YMCA, Tiruvalla, Pathanamthitta, Kerala",21/10/2019,20/10/2024,20
391,Kerala,Thiruvananthapuram,3 Star,,Amala's Residency,"Central Theatre Road,Powerhouse Road,Opposite Railway 2nd Entry,Pazhavangadi,Thiruvananthapuram.",2/4/2019,1/4/2024,16
392,Kerala,Thiruvananthapuram,3 Star,,HOTEL ASLIYYA GRANDE,"NAVAIKULAM, TRIVANDRUM-695603",29/03/2019,28/03/2024,20
393,Kerala,Thiruvananthapuram,3 Star,,HOTEL CITY PALACE,"ARAYALLOOR , THIRUMALA PO , TRIVANDRUM Thiruvananthapuram",6/9/2018,5/9/2023,10
394,Kerala,Thiruvananthapuram,3 Star,,Hotel Flamingo Inn(a unit of flamingo Inn Pvt Ltd),"Opp. Infosys Campus, Technopark, By-pass Medanada Kulathoor .p.o Trivandrum",29/07/2022,28/07/2027,41
395,Kerala,Thiruvananthapuram,3 Star,,HOTEL HIGHNESS INN,"PERUMTHANNI, EANCHACKAL, TRIVANDRUM",20/01/2020,19/01/2025,11
396,Kerala,Thiruvananthapuram,3 Star,,HOTEL INDRAPRASTHA,"HOTEL INDRAPRASTHA, MAITHANAM, VARKALA PO, THIRUVANANTHAPURAM 695141",30/03/2020,29/03/2025,10
397,Kerala,Thiruvananthapuram,3 Star,,HOTEL INDRAPRASTHA,"ATTAKULANGARA P.O.,THIRUVANANTHAPURAM",8/8/2022,7/8/2027,15
398,Kerala,Thiruvananthapuram,3 Star,,Hotel Indrapuri,"TC 26-689-(1&2), Vanross Junction, Trivandrum Thiruvananthapuram Thiruvananthapuram ",12/12/2019,11/12/2024,10
399,Kerala,Thiruvananthapuram,3 Star,,HOTEL PADMA,"CONVENT ROAD, VANCHIYOOR, TRIVANDRUM",8/4/2021,7/4/2026,10
400,Kerala,Thiruvananthapuram,3 Star,,HOTEL PRASANTH ,"HOTEL PRASANTH ( A unit of PRASAD HOTELS PRIVATE LIMITED) TC 11 726, P.M.G Junction, Thiruvananthapuram, 695033, Kerala State",4/7/2018,3/7/2023,51
401,Kerala,Thiruvananthapuram,3 Star,,HOTEL PRASANTHI,"HOTEL PRASANTHI, PARASSALA PO, NEYYATTINKARA, THIRUVANANTHAPURAM, KERALA ",21/02/2020,20/02/2025,15
402,Kerala,Thiruvananthapuram,3 Star,,Hotel Rajadhani,"Hotel Rajadhani, Rajadhani Buildings, East Fort, Thiruvananthapuram - 695 023",9/3/2021,8/3/2026,17
403,Kerala,Thiruvananthapuram,3 Star,,Hotel Safari,"Near KURTC Bus stand,M.C. Road,Venjaramood Thiruvananthapuram",20/11/2018,19/11/2023,19
404,Kerala,Thiruvananthapuram,3 Star,,Leela Backwaters Inn,"Bridge Road, Poovar, Thiruvanthapuram ,Kerala ,India Thiruvananthapuram",21/11/2022,20/11/2027,15
405,Kerala,Thiruvananthapuram,3 Star,,PADMASREE TOURIST HOME,"Chirayinkeezhu,Thiruvananthapuram",9/9/2022,8/9/2027,11
406,Kerala,Thiruvananthapuram,3 Star,,Pattom Royal Hotel,"TC 3 2778-1, Pattom - Plamoodu Reach, Pattom Road",12/2/2019,11/2/2024,45
407,Kerala,Thiruvananthapuram,3 Star,,RACO REGENCY,"MURINJAPALAM, MEDICAL COLLEGE, THIRUVANATHAPURAM",25/07/2022,24/07/2027,12
408,Kerala,Thiruvananthapuram,3 Star,,RUBY ARENA,"Kumarapuram Road, Medical Collage P O, Thiruvananthapuram Dist , Kerala State, Pin-695011",4/1/2023,3/1/2028,40
409,Kerala,Thiruvananthapuram,3 Star,,The Grand Residency ,"Nellimoodu P O, Thiruvananthapuram ",26/10/2022,25/10/2027,16
410,Kerala,Thiruvananthapuram,3 Star,,THE TRAVANCORE HERITAGE (A Unit of Joys The Beach Resort P. Ltd.),"Balaramapuram, Near kovalam, Chowara P.O - 695501 Thiruvananthapuram, Kerala, India, ",16/07/2021,15/07/2026,84
411,Kerala,Thodupuzha,3 Star,,GEMINY TOURIST HOME,"Manakkad Jn, Thodupuzha PO Idukki Dist,",23/04/2019,22/04/2024,17
412,Kerala,Thodupuzha,3 Star,,Hotel Vrindavan,"Vannappuram P O, Thodupuzha, Idukki Dist",22/08/2019,21/08/2024,11
413,Kerala,Thodupuzha,3 Star,,Hotel Xavier's Avenue Pvt. Ltd.,"Paingotoor, Munnar Road, Kothamangalam, Ernakulam dist Thodupuzha",29/11/2018,28/11/2023,20
414,Kerala,Thodupuzha,3 Star,,Tee Cee Restaurant,"Thodupuzha Muvattupuzha Road, Thodupuzha",19/04/2022,18/04/2027,11
415,Kerala,Thripunithura,3 Star,,Kottavathil Restaurant ,"Near Statue Jn. Tripunithura, Ernakulam",27/04/2021,26/04/2026,10
416,Kerala,Thrissur,3 Star,,ASHOKA INN,"SAKTHAN THAMPURAN NAGAR,T.B.ROAD,THRISSUR",6/9/2018,5/9/2023,34
417,Kerala,Thrissur,3 Star,,ASHOKA RESIDENCY,"IRINJALAKUDA ROAD, P.O.KATTOOR, THRISSUR, KERALA.",22/09/2021,21/09/2026,11
418,Kerala,Thrissur,3 Star,,Central Hotel Agencies,"Museum Road, Chembukavu, Thrissur.",10/12/2018,9/12/2023,10
419,Kerala,Thrissur,3 Star,,CHERAKULAM TOURIST HOME,"TANA,IRINJALAKUDA,THRISSUR DT.",18/11/2019,17/11/2024,10
420,Kerala,Thrissur,3 Star,,DAYA REGENCY,DAYA REGENCY MANNUTHY ROAD PARAVATTANI THRISSUR - 680005 ,5/10/2018,4/10/2023,10
421,Kerala,Thrissur,3 Star,,Deliza Residency,Vazhani Road Wadakanchery-Post Thrissur-Ditrict,17/11/2022,16/11/2027,20
422,Kerala,Thrissur,3 Star,,"Devasura Inn, A Unit of Devasura Inn Private Limited","KUNNATHUR, PUNNAYOORKULAM.P.O, THRISSUR Thrissur",20/08/2019,19/08/2024,11
423,Kerala,Thrissur,3 Star,,Fort Gate Hotels and Resorts (A unit of Fort Gate Hotels and Resorts Private Limited),"KOTTAPPADY, GURUVAYOOR, THRISSUR Thrissur Thrissur",18/11/2019,17/11/2024,18
424,Kerala,Thrissur,3 Star,,GOLDEN BAR,"GOLDEN BAR,KODAKARA.THRISSUR [DIST] KERALA-680684 ",10/12/2018,9/12/2023,10
425,Kerala,Thrissur,3 Star,,HAMARA HOTELS,"A UNIT OF HAMARA HOTELS PRIVATE LIMITED, NADATHARA.P.O, NH 47 BY PASS, THRISSUR DISTRICT",16/09/2020,15/09/2025,20
426,Kerala,Thrissur,3 Star,,HIGHWAY PALACE INN,"PATTIKKAD,THRISSUR, DISTRICT,KERALA",26/09/2018,25/09/2023,20
427,Kerala,Thrissur,3 Star,,HOLIDAY PARK,"PUDUKKAD JUNCTION, THRISSUR DISTRICT, KERALA STATE",5/10/2018,4/10/2023,13
428,Kerala,Thrissur,3 Star,,HOTEL APSARA,"MAIN ROAD, CHALAKUDY, THRISSUR",16/07/2019,15/07/2024,10
429,Kerala,Thrissur,3 Star,,Hotel Ayodhya Regency ,"Hotel Ayodhya Regency ,Triprayar, Thrissur Dist ",2/1/2019,1/1/2024,10
430,Kerala,Thrissur,3 Star,,Hotel Clay House,"Muringoor.P.O, Chalakudy",26/09/2018,25/09/2023,25
431,Kerala,Thrissur,3 Star,,Hotel Dreamland,"Triprayar, Nattika P.O.",28/06/2019,27/06/2024,19
432,Kerala,Thrissur,3 Star,,HOTEL HILL TOP,"134, HOTEL HILL TOP, P.O VELUTHUR, KUNNATHANGADI, THRISSUR",15/06/2021,14/06/2026,11
433,Kerala,Thrissur,3 Star,,Hotel Kottaram Residency,"Opp.Apollo Tyres, Perambra Thrissur",21/11/2022,20/11/2027,17
434,Kerala,Thrissur,3 Star,,HOTEL MOON AND SHOPPING COMPLEX ,"PAVARATTY P.O ,THRISSUR , Thrissur",16/07/2021,15/07/2026,10
435,Kerala,Thrissur,3 Star,,HOTEL NEW CASTLE,"OTTUPARA, WADAKKANCHERRY.P.O, THRISSUR DISTRICT Thrissur",25/07/2019,24/07/2024,10
436,Kerala,Thrissur,3 Star,,HOTEL OAK TREE ,"A UNIT OF MOSA & SONS TOWER INN PRIVATE LIMITED, THIRUVILWAMALA.P.O, THRISSUR DISTRICT",25/10/2021,24/10/2026,14
437,Kerala,Thrissur,3 Star,,Hotel Park Residency,"Koorkkanchery P O, Thrissur",20/06/2019,19/06/2024,12
438,Kerala,Thrissur,3 Star,,HOTEL PENINSULA,"Trichur Tourist Complex Pvt.Ltd, M G Road, Thrissur,Kerala.",30/03/2020,29/03/2025,12
439,Kerala,Thrissur,3 Star,,Hotel Salkara,Chavakkad Chettuva road Thrissur,16/09/2022,15/09/2027,10
440,Kerala,Thrissur,3 Star,,HOTEL SEVEN SEAS,"RAMAKRISHNA IYYER ROAD,IRINJALAKUDA,THRISSUR DISTRICT",15/06/2021,14/06/2026,11
441,Kerala,Thrissur,3 Star,,Hotel Simla,"P.O.Kanjany , Thrisssur Dist",20/01/2020,19/01/2025,10
442,Kerala,Thrissur,3 Star,,HOTEL SREE GOKULAM RESIDENCY (A UNIT OF SREE GOKULAM HOTELS INDIA PVT.LTD),"AMBALLUR P.O.,PUDUKKAD,THRICHUR",22/09/2022,21/09/2027,20
443,Kerala,Thrissur,3 Star,,HOTEL WAYLORD,"A Unit of Hotel Waylord Private Limited, Thiroor.P.O, Thrissur District, Kerala State, Pin: 680581 ",6/7/2020,5/7/2025,10
444,Kerala,Thrissur,3 Star,,Hotel Zodiac,"Koratty, Thrissur Dist.",19/12/2019,18/12/2024,10
445,Kerala,Thrissur,3 Star,,Keli Residency ( A Unit of Keli Hotels Private Limited),"Gramala.P.O, Mulagunnathukavu, Athani, Thrissur District Thrissur",29/12/2019,28/12/2024,19
446,Kerala,Thrissur,3 Star,,Kovilakam Inn (A unit of Kovilakam Inn India Private Limited),"KAIPARAMBU.P.O, Thrissur",6/7/2020,5/7/2025,13
447,Kerala,Thrissur,3 Star,,LUMBINI SUPREME,"TC 30-383-2, R S ROAD, OLLUR P O , THRISSUR",16/07/2021,15/07/2026,10
448,Kerala,Thrissur,3 Star,,M.R.TOURIST HOME,"VELLANGALLUR, P.O. THRISSUR",25/03/2022,24/03/2027,10
449,Kerala,Thrissur,3 Star,,MAY FAIR HOTELS,"PUDUKAD, THRISSUR DIST.",17/07/2019,16/07/2024,10
450,Kerala,Thrissur,3 Star,,Mayura Inn,Mannuthy Bypass Jn.Mannuthy PO Thrissur Kerala 680651,22/04/2019,21/04/2024,18
451,Kerala,Thrissur,3 Star,,Peringottukara Palace,"Kizhakkumury P O, Peringottukara, Thrissur",22/09/2022,21/09/2027,14
452,Kerala,Thrissur,3 Star,,"Polakulath Tourist Home,Kodugallor","North Nada, Kodugallor, Thrissur",28/01/2019,27/01/2024,10
453,Kerala,Thrissur,3 Star,,POORAM RESIDENCY HOTEL INDIA PRIVATE LIMITED,"P.O.KODANNUR, THRISSUR DISTRICT",24/07/2018,23/07/2023,13
454,Kerala,Thrissur,3 Star,,Rose Residency,"Madayikonam p.o, Mapranam, Trissur",7/10/2019,6/10/2024,10
455,Kerala,Thrissur,3 Star,,Solar Hotels (A unit of Solar Hotels Pvt Ltd.),Pavaratty P.O Thrissur Thrissur,25/10/2021,24/10/2026,10
456,Kerala,Thrissur,3 Star,,THE NADUMURI INN,"ANNAMANDA, P.O.THRISSUR,DIST,KERALA STATE",24/08/2018,23/08/2023,11
457,Kerala,Thrissur,3 Star,,VICTORY INTERNATIONAL,BYJU ROAD KUNNANKULAM Thrissur,29/04/2019,28/04/2024,10
458,Kerala,Tirur,3 Star,,HOTEL DEEPA RESTAURANT,"DEEPA HOTEL AND RESTAURANT, TOWN HALL ROAD , TIRUR, MALAPPURAM Tirur Tirur Tirur",20/06/2019,19/06/2024,12
